document_id,meeting_id,title,document_type,file_name,file_url,upload_date,doc_date,notes
120,120,Village Council Meeting Minutes - 2021-05-26,Minutes,05262021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/05262021%20minutes.pdf,,2021-05-26,
121,121,Village Council Meeting Minutes - 2017-05-31,Minutes,053117 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/053117%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-05-31,
122,122,Village Council Meeting Minutes - 2016-06-01,Minutes,060116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/060116%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-06-01,
123,123,Village Council Meeting Minutes - 2022-06-01,Minutes,06012022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/06012022%20minutes.pdf,,2022-06-01,
124,124,Village Council Meeting Minutes - 2021-06-02,Minutes,06022021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/06022021%20minutes.pdf,,2021-06-02,
125,125,Village Council Meeting Minutes - 2015-06-03,Minutes,060315 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/060315%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-06-03,
126,126,Village Council Meeting Minutes - 2025-06-04,Minutes,06042025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/06042025.pdf,,2025-06-04,
127,127,Village Council Meeting Minutes - 2024-06-05,Minutes,06052024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/06052024%20minutes.pdf,,2024-06-05,
128,128,Village Council Meeting Minutes - 2017-06-07,Minutes,060717 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/060717%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-06-07,
129,129,Village Council Meeting Minutes - 2023-06-07,Minutes,06072023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06072023%20%20minutes.pdf,,2023-06-07,
130,130,Village Council Workshop Minutes - 2016-06-08,Minutes,060816 Council Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/060816%20Council%20Workshop%20Approved%20Minutes.pdf,,2016-06-08,
131,131,PZ&DB Meeting Minutes - 2021-06-08,Minutes,06082021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/06082021%20PZDB%20Minutes.pdf,,2021-06-08,
132,132,PZ&DB Meeting Minutes - 2025-06-10,Minutes,06102025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/06102025%20PZDB%20Minutes.pdf,,2025-06-10,
133,133,PZ&DB Meeting Minutes - 2024-06-11,Minutes,06112024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/06112024%20PZDB%20Minutes.pdf,,2024-06-11,
134,134,PZ&DB Meeting Minutes - 2023-06-13,Minutes,06132023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20PZDB%20Minutes.pdf,,2023-06-13,
135,135,PZ&DB Meeting Minutes - 2022-06-14,Minutes,06142022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/06142022%20PZDB%20Minutes.pdf,,2022-06-14,
136,136,Village Council Meeting Minutes - 2022-06-15,Minutes,06152022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/06152022%20minutes.pdf,,2022-06-15,
137,137,Village Council Meeting Minutes - 2021-06-16,Minutes,06162021 minute.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/06162021%20minute.pdf,,2021-06-16,
138,138,Village Council Meeting Minutes - 2015-06-17,Minutes,061715 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/061715%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-06-17,
139,139,Village Council Meeting Minutes - 2020-06-17,Minutes,061720 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/061720%20Council%20Meeting%20Minutes.pdf,,2020-06-17,
140,140,Village Council Meeting Minutes - 2025-06-18,Minutes,06182025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/06182025.pdf,,2025-06-18,
141,141,Village Council Meeting Minutes - 2024-06-19,Minutes,06192024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/06192024%20minutes.pdf,,2024-06-19,
142,142,Village Council Meeting Minutes - 2017-06-21,Minutes,062117 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/062117%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-06-21,
143,143,Village Council Meeting Minutes - 2023-06-21,Minutes,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,,2023-06-21,
144,144,Special Meeting Minutes - 2016-06-22,Minutes,062216 Council Special Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/062216%20Council%20Special%20Meeting%20Approved%20Minutes.pdf,,2016-06-22,
145,145,Village Council Meeting Minutes - 2015-06-24,Minutes,062415 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/062415%20Workshop%20Approved%20Minutes.pdf,,2015-06-24,
146,146,Special Meeting Minutes - 2015-06-26,Minutes,062615 Special Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/062615%20Special%20Meeting%20Approved%20Minutes.pdf,,2015-06-26,
147,147,Village Council Meeting Minutes - 2015-07-01,Minutes,070115 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/070115%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-07-01,
148,148,Village Council Meeting Minutes - 2025-07-02,Minutes,07022025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/07022025.pdf,,2025-07-02,
149,149,Village Council Meeting Minutes - 2024-07-03,Minutes,07032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf,,2024-07-03,
150,150,Village Council Meeting Minutes - 2023-07-05,Minutes,07052023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07052023%20%20minutes.pdf,,2023-07-05,
151,151,Village Council Meeting Minutes - 2016-07-06,Minutes,070616 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/070616%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-07-06,
152,152,Village Council Meeting Minutes - 2022-07-06,Minutes,07062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf,,2022-07-06,
153,153,Village Council Meeting Minutes - 2021-07-07,Minutes,07072021 minute.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/07072021%20minute.pdf,,2021-07-07,
154,154,Village Council Meeting Minutes - 2020-07-08,Minutes,07082020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07082020%20Council%20Meeting%20Minutes.pdf,,2020-07-08,
155,155,PZ&DB Meeting Minutes - 2025-07-08,Minutes,07082025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf,,2025-07-08,
156,156,PZ&DB Meeting Minutes - 2024-07-09,Minutes,07092024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/07092024%20PZDB%20Minutes.pdf,,2024-07-09,
157,157,Village Council Meeting Minutes - 2015-07-10,Minutes,071015 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/071015%20Workshop%20Approved%20Minutes.pdf,,2015-07-10,
158,158,PZ&DB Meeting Minutes - 2023-07-11,Minutes,07112023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf,,2023-07-11,
159,159,PZ&DB Meeting Minutes - 2022-07-12,Minutes,07122022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/07122022%20PZDB%20Minutes.pdf,,2022-07-12,
160,160,Village Council Meeting Minutes - 2016-07-13,Minutes,071316 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/071316%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-07-13,
161,161,PZ&DB Meeting Minutes - 2021-07-13,Minutes,07132021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/07132021%20PZDB%20Minutes.pdf,,2021-07-13,
162,162,Special Meeting Minutes - 2021-07-14,Minutes,07142021 Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/07142021%20Minutes.pdf,,2021-07-14,
163,163,Village Council Meeting Minutes - 2015-07-15,Minutes,071515 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/071515%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-07-15,
164,164,Zoning Hearing Minutes - 2020-07-15,Minutes,07152020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07152020%20Council%20Meeting%20Minutes.pdf,,2020-07-15,
165,165,Village Council Meeting Minutes - 2017-07-19,Minutes,071917 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/071917%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-07-19,
166,166,Village Council Meeting Minutes - 2022-07-20,Minutes,07202022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07202022%20minutes.pdf,,2022-07-20,
167,167,Village Council Meeting Minutes - 2021-07-21,Minutes,07212021 Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/07212021%20Minutes.pdf,,2021-07-21,
168,168,Village Council Meeting Minutes - 2015-07-22,Minutes,072215 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/072215%20Workshop%20Approved%20Minutes.pdf,,2015-07-22,
169,169,Village Council Meeting Minutes - 2020-07-22,Minutes,07222020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/07222020%20Council%20Meeting%20Minutes.pdf,,2020-07-22,
170,170,PZ&DB Meeting Minutes - 2023-07-25,Minutes,07252023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07252023%20PZDB%20Minutes.pdf,,2023-07-25,
171,171,Zoning Hearing Minutes - 2017-07-26,Minutes,072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/072617%20Zoning%20and%20DRI%20Development%20Order%20Hearing%20Approved%20Minutes.pdf,,2017-07-26,
172,172,Special Meeting Minutes - 2023-07-26,Minutes,07262023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07262023%20minutes.pdf,,2023-07-26,
173,173,Village Council Meeting Minutes - 2017-08-02,Minutes,080217 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/080217%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-08-02,
174,174,PZ&DB Meeting Minutes - 2023-08-08,Minutes,08082023 PZDB Rescheduled.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/08082023%20PZDB%20Rescheduled.pdf,,2023-08-08,
175,175,PZ&DB Meeting Minutes - 2022-08-09,Minutes,08092022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/08092022%20PZDB%20Minutes.pdf,,2022-08-09,
176,176,Village Council Meeting Minutes - 2015-08-10,Minutes,081015 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/081015%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-08-10,
177,177,PZ&DB Meeting Minutes - 2021-08-10,Minutes,08102021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08102021%20PZDB%20Minutes.pdf,,2021-08-10,
178,178,PZ&DB Meeting Minutes - 2025-08-12,Minutes,08122025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/08122025%20PZDB%20Minutes.pdf,,2025-08-12,
179,179,Cancelled Meeting Notice - 2024-08-13,Minutes,08132024 PZDB cancellation.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/08132024%20PZDB%20cancellation.pdf,,2024-08-13,
180,180,Village Council Meeting Minutes - 2016-08-17,Minutes,081716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-08-17,
181,181,PZ&DB Meeting Minutes - 2023-08-22,Minutes,08222023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20PZDB%20Minutes.pdf,,2023-08-22,
182,182,PZ&DB Meeting Minutes - 2021-08-24,Minutes,08242021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/08242021%20PZDB%20Minutes.pdf,,2021-08-24,
183,183,Special Meeting Minutes - 2023-08-29,Minutes,08292023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/08292023%20minutes.pdf,,2023-08-29,
184,184,Village Council Meeting Minutes - 2016-08-31,Minutes,083116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/083116%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-08-31,
185,185,Village Council Meeting Minutes - 2015-09-03,Minutes,090315 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/090315%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-09-03,
186,186,Special Emergency Meeting Minutes - 2017-09-06,Minutes,090617 Council Special Emergency Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/090617%20Council%20Special%20Emergency%20Meeting%20Approved%20Minutes.pdf,,2017-09-06,
187,187,Village Council Meeting Minutes - 2016-09-07,Minutes,090716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/090716%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-09-07,
188,188,Village Council Meeting Minutes - 2023-09-07,Minutes,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,,2023-09-07,
189,189,Village Council Meeting Minutes - 2022-09-08,Minutes,09082022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09082022%20minutes.pdf,,2022-09-08,
190,190,Village Council Meeting Minutes - 2020-09-09,Minutes,09092020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09092020%20Council%20Meeting%20Minutes.pdf,,2020-09-09,
191,191,Village Council Meeting Minutes - 2021-09-09,Minutes,09092021 Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09092021%20Minutes.pdf,,2021-09-09,
192,192,PZ&DB Meeting Minutes - 2025-09-09,Minutes,09092025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/09092025%20PZDB%20Minutes.pdf,,2025-09-09,
193,193,PZ&DB Meeting Minutes - 2024-09-10,Minutes,09102024 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/09102024%20PZDB%20Minutes.pdf,,2024-09-10,
194,194,Budget Hearing Minutes - 2025-09-10,Minutes,09102025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09102025.pdf,,2025-09-10,
195,195,Budget Hearing Minutes - 2024-09-11,Minutes,09112024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09112024%20minutes.pdf,,2024-09-11,
196,196,PZ&DB Meeting Minutes - 2023-09-12,Minutes,09122023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/09122023%20PZDB%20Minutes.pdf,,2023-09-12,
197,197,PZ&DB Meeting Minutes - 2022-09-13,Minutes,09132022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/09132022%20PZDB%20Minutes.pdf,,2022-09-13,
198,198,PZ&DB Meeting Minutes - 2021-09-14,Minutes,09142021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/09142021%20PZDB%20Minutes.pdf,,2021-09-14,
199,199,Village Council Meeting Minutes - 2015-09-16,Minutes,091615 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/091615%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-09-16,
200,200,Village Council Meeting Minutes - 2015-09-17,Minutes,091715 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/091715%20Workshop%20Approved%20Minutes.pdf,,2015-09-17,
201,201,Budget Hearing Minutes - 2025-09-17,Minutes,09172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09172025.pdf,,2025-09-17,
202,202,Budget Hearing Minutes - 2024-09-18,Minutes,09182024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09182024%20minutes.pdf,,2024-09-18,
203,203,Village Council Meeting Minutes - 2017-09-20,Minutes,092017 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092017%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-09-20,
204,204,Village Council Meeting Minutes - 2016-09-21,Minutes,092116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/092116%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-09-21,
205,205,Village Council Meeting Minutes - 2022-09-21,Minutes,09212022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09212022%20minutes.pdf,,2022-09-21,
206,206,Village Council Meeting Minutes - 2021-09-22,Minutes,09222021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf,,2021-09-22,
207,207,Budget Hearing Minutes - 2023-09-22,Minutes,09222023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09222023%20minutes.pdf,,2023-09-22,
208,208,Village Council Meeting Minutes - 2015-09-23,Minutes,09232015 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/09232015%20minutes.pdf,,2015-09-23,
209,209,Village Council Meeting Minutes - 2020-09-23,Minutes,09232020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09232020%20Council%20Meeting%20Minutes.pdf,,2020-09-23,
210,210,Budget Hearing Minutes - 2017-09-26,Minutes,092617 Council Special Meeting Budget Hearing Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/092617%20Council%20Special%20Meeting%20Budget%20Hearing%20Approved%20Minutes.pdf,,2017-09-26,
211,211,Cancelled Meeting Notice - 2022-09-27,Minutes,09272022 PZDB cancellation.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/09272022%20PZDB%20cancellation.pdf,,2022-09-27,
212,212,Special Meeting Minutes - 2022-09-27,Minutes,09272022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09272022%20minutes.pdf,,2022-09-27,
213,213,PZ&DB Meeting Minutes - 2021-09-28,Minutes,09282021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/09282021%20PZDB%20Minutes.pdf,,2021-09-28,
214,214,Village Council Meeting Minutes - 2025-10-01,Minutes,10012025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10012025.pdf,,2025-10-01,
215,215,Village Council Meeting Minutes - 2020-10-02,Minutes,10022020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/10022020%20Council%20Meeting%20Minutes.pdf,,2020-10-02,
216,216,Village Council Meeting Minutes - 2024-10-02,Minutes,10022024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf,,2024-10-02,
217,217,Village Council Meeting Minutes - 2017-10-04,Minutes,100417 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/100417%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-10-04,
218,218,Village Council Meeting Minutes - 2023-10-04,Minutes,10042023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/10042023%20minutes.pdf,,2023-10-04,
219,219,Village Council Meeting Minutes - 2016-10-05,Minutes,100516 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/100516%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-10-05,
220,220,Village Council Meeting Minutes - 2015-10-07,Minutes,100715 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/100715%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-10-07,
221,221,Village Council Meeting Minutes - 2020-10-07,Minutes,10072020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/10072020%20Council%20Meeting%20Minutes.pdf,,2020-10-07,
222,222,Cancelled Meeting Notice - 2024-10-08,Minutes,10082024 PZDB cancellation.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/10082024%20PZDB%20cancellation.pdf,,2024-10-08,
223,223,Village Council Meeting Minutes - 2015-10-09,Minutes,100915 Workshop Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/100915%20Workshop%20Approved%20Minutes.pdf,,2015-10-09,
224,224,PZ&DB Meeting Minutes - 2023-10-10,Minutes,10102023 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20PZDB%20Minutes.pdf,,2023-10-10,
225,225,Cancelled Meeting Notice - 2022-10-11,Minutes,10112022 PZDB cancellation.pdf,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/10112022%20PZDB%20cancellation.pdf,,2022-10-11,
226,226,PZ&DB Meeting Minutes - 2021-10-12,Minutes,10122021 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/10122021%20PZDB%20Minutes.pdf,,2021-10-12,
227,227,PZ&DB Meeting Minutes - 2025-10-14,Minutes,10142025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/10142025%20PZDB%20Minutes.pdf,,2025-10-14,
228,228,Village Council Meeting Minutes - 2025-10-15,Minutes,10152025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10152025.pdf,,2025-10-15,
229,229,Village Council Meeting Minutes - 2024-10-16,Minutes,10162024  Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10162024%20%20Minutes.pdf,,2024-10-16,
230,230,Village Council Meeting Minutes - 2017-10-18,Minutes,101817 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/101817%20Council%20Meeting%20Approved%20Minutes.pdf,,2017-10-18,
231,231,Village Council Meeting Minutes - 2023-10-18,Minutes,10182023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/10182023%20minutes.pdf,,2023-10-18,
232,232,Village Council Meeting Minutes - 2016-10-19,Minutes,101916 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/101916%20Council%20Meeting%20Approved%20Minutes.pdf,,2016-10-19,
233,233,Village Council Meeting Minutes - 2022-10-19,Minutes,10192022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/10192022%20minutes.pdf,,2022-10-19,
234,234,Village Council Meeting Minutes - 2021-10-20,Minutes,10202021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/10202021%20minutes.pdf,,2021-10-20,
235,235,Village Council Meeting Minutes - 2015-10-21,Minutes,102115 Regular Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/102115%20Regular%20Meeting%20Approved%20Minutes.pdf,,2015-10-21,
236,236,Village Council Meeting Minutes - 2020-10-21,Minutes,10212020 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/10212020%20Council%20Meeting%20Minutes.pdf,,2020-10-21,
