"source_type","record_id","title","category","publish_date","url","document_url","venue","location","content"
"document","doc-223960","IRS findings Document_2026-05-24_092113","Published document","2026-08-18","https://esterotoday.com/irs-findings-document_2026-05-24_092113/","https://esterotoday.com/wp-content/uploads/2026/08/IRS-findings-Document_2026-05-24_092113.pdf","","","IRS findings Document_2026-05-24_092113 IRS findings Document_2026-05-24_092113"
"document","doc-46253","GECR 2026 Qtr 2","Published document","2026-05-21","https://esterotoday.com/gecr-2026-qtr-2/","https://esterotoday.com/wp-content/uploads/2026/05/GECR-2026-Qtr-2.pdf","","","GECR 2026 Qtr 2 GECR 2026 Qtr 2"
"document","doc-46101","2026.05.05-Estero-River-Park-Presentation","Published document","2026-05-12","https://esterotoday.com/2026-05-05-estero-river-park-presentation/","https://esterotoday.com/wp-content/uploads/2026/05/2026.05.05-Estero-River-Park-Presentation.pdf","","","2026.05.05-Estero-River-Park-Presentation 2026.05.05-Estero-River-Park-Presentation"
"document","doc-45319","GECR 2026 QTR 1 – Urbanization of Estero","Published document","2026-03-13","https://esterotoday.com/gecr-2026-qtr-1-urbanization-of-estero/","https://esterotoday.com/wp-content/uploads/2026/03/GECR-2026-QTR-1-Urbanization-of-Estero.pdf","","","GECR 2026 QTR 1 – Urbanization of Estero GECR 2026 QTR 1 - Urbanization of Estero"
"document","doc-44981","Engage Estero 2025 Annual Report","Published document","2026-02-11","https://esterotoday.com/engage-estero-2025-annual-report/","https://esterotoday.com/wp-content/uploads/2026/02/Engage-Estero-2025-Annual-Report.pdf","","","Engage Estero 2025 Annual Report Engage Estero 2025 Annual Report"
"document","doc-44810","20260129_Engage Estero Presentation","Published document","2026-01-30","https://esterotoday.com/20260129_engage-estero-presentation/","https://esterotoday.com/wp-content/uploads/2026/01/20260129_Engage-Estero-Presentation.pdf","","","20260129_Engage Estero Presentation 20260129_Engage Estero Presentation"
"document","doc-44607","Engage Estero 2025 Summary","Published document","2026-01-08","https://esterotoday.com/engage-estero-2025-summary/","https://esterotoday.com/wp-content/uploads/2026/01/Engage-Estero-2025-Summary.pdf","","","Engage Estero 2025 Summary Engage Estero 2025 Summary"
"document","doc-44371","Presentation Dec 11th Village Update","Published document","2025-12-12","https://esterotoday.com/presentation-dec-11th-village-update/","https://esterotoday.com/wp-content/uploads/2025/12/Presentation-Dec-11th-Village-Update.pdf","","","Presentation Dec 11th Village Update Presentation Dec 11th Village Update"
"document","doc-44329","2025GECRQtr4","Published document","2025-12-10","https://esterotoday.com/2025gecrqtr4/","https://esterotoday.com/wp-content/uploads/2025/12/2025GECRQtr4.pdf","","","2025GECRQtr4 2025GECRQtr4"
"document","doc-43994","Presentation Slideshow October 28th 2025","Published document","2025-10-30","https://esterotoday.com/presentation-slideshow-october-28th-2025/","https://esterotoday.com/wp-content/uploads/2025/10/Presentation-Slideshow-October-28th-2025.pdf","","","Presentation Slideshow October 28th 2025 Presentation Slideshow October 28th 2025"
"document","doc-43582","Presentation Sept 26th 2025final JGrev(2)","Published document","2025-09-29","https://esterotoday.com/presentation-sept-26th-2025final-jgrev2/","https://esterotoday.com/wp-content/uploads/2025/09/Presentation-Sept-26th-2025final-JGrev2.pdf","","","Presentation Sept 26th 2025final JGrev(2) Presentation Sept 26th 2025final JGrev(2)"
"document","doc-43451","The Greater Estero Community Report 2025 Qtr 3","Published document","2025-09-12","https://esterotoday.com/the-greater-estero-community-report-2025-qtr-3/","https://esterotoday.com/wp-content/uploads/2025/09/The-Greater-Estero-Community-Report-2025-Qtr-3.pdf","","","The Greater Estero Community Report 2025 Qtr 3 The Greater Estero Community Report 2025 Qtr 3"
"document","doc-43209","I-75 analysis452544-1_I-75_PD&E_NSR_Draft","Published document","2025-08-13","https://esterotoday.com/i-75-analysis452544-1_i-75_pde_nsr_draft/","https://esterotoday.com/wp-content/uploads/2025/08/I-75-analysis452544-1_I-75_PDE_NSR_Draft.pdf","","","I-75 analysis452544-1_I-75_PD&E_NSR_Draft I-75 analysis452544-1_I-75_PD&E_NSR_Draft"
"document","doc-42210","hurricane 2025 Prep","Published document","2025-06-10","https://esterotoday.com/hurricane-2025-prep/","https://esterotoday.com/wp-content/uploads/2025/06/hurricane-2025-Prep.pdf","","","hurricane 2025 Prep hurricane 2025 Prep"
"document","doc-42209","How_to_Prepare_Your_HOA_for_a_Storm_Emergency","Published document","2025-06-10","https://esterotoday.com/how_to_prepare_your_hoa_for_a_storm_emergency/","https://esterotoday.com/wp-content/uploads/2025/06/How_to_Prepare_Your_HOA_for_a_Storm_Emergency.pdf","","","How_to_Prepare_Your_HOA_for_a_Storm_Emergency How_to_Prepare_Your_HOA_for_a_Storm_Emergency"
"document","doc-42198","2025GECR2","Published document","2025-06-10","https://esterotoday.com/2025gecr2-2/","https://esterotoday.com/wp-content/uploads/2025/06/2025GECR2.pdf","","","2025GECR2 2025GECR2"
"document","doc-41954","Sports Complex Presentation May 23rd 2025","Published document","2025-05-27","https://esterotoday.com/sports-complex-presentation-may-23rd-2025/","https://esterotoday.com/wp-content/uploads/2025/05/Sports-Complex-Presentation-May-23rd-2025.pdf","","","Sports Complex Presentation May 23rd 2025 Sports Complex Presentation May 23rd 2025"
"document","doc-41662","Presentation April 23rd 2025","Published document","2025-04-23","https://esterotoday.com/presentation-april-23rd-2025/","https://esterotoday.com/wp-content/uploads/2025/04/Presentation-April-23rd-2025.pdf","","","Presentation April 23rd 2025 Presentation April 23rd 2025"
"document","doc-41601","Revised Organization Chart 4.16.25","Published document","2025-04-17","https://esterotoday.com/revised-organization-chart-4-16-25-3/","https://esterotoday.com/wp-content/uploads/2025/04/Revised-Organization-Chart-4.16.25-2.pdf","","","Revised Organization Chart 4.16.25 Revised Organization Chart 4.16.25"
"document","doc-41600","Revised Organization Chart 4.16.25","Published document","2025-04-17","https://esterotoday.com/revised-organization-chart-4-16-25-2/","https://esterotoday.com/wp-content/uploads/2025/04/Revised-Organization-Chart-4.16.25-1.pdf","","","Revised Organization Chart 4.16.25 Revised Organization Chart 4.16.25"
"document","doc-41599","Revised Organization Chart 4.16.25","Published document","2025-04-17","https://esterotoday.com/revised-organization-chart-4-16-25/","https://esterotoday.com/wp-content/uploads/2025/04/Revised-Organization-Chart-4.16.25.pdf","","","Revised Organization Chart 4.16.25 Revised Organization Chart 4.16.25"
"document","doc-41441","Community Meeting Mar 26th presentation","Published document","2025-04-02","https://esterotoday.com/community-meeting-mar-26th-presentation/","https://esterotoday.com/wp-content/uploads/2025/04/Community-Meeting-Mar-26th-presentation.pdf","","","Community Meeting Mar 26th presentation Community Meeting Mar 26th presentation"
"document","doc-41392","Parkinsons Walk Flyer (3) (003)","Published document","2025-03-29","https://esterotoday.com/parkinsons-walk-flyer-3-003/","https://esterotoday.com/wp-content/uploads/2025/03/Parkinsons-Walk-Flyer-3-003.pdf","","","Parkinsons Walk Flyer (3) (003) Parkinsons Walk Flyer (3) (003)"
"document","doc-41298","Gilmartin Proclamation","Published document","2025-03-19","https://esterotoday.com/gilmartin-proclamation/","https://esterotoday.com/wp-content/uploads/2025/03/Gilmartin-Proclamation.pdf","","","Gilmartin Proclamation Gilmartin Proclamation"
"document","doc-41056","Community Meeting Feb 26th presentation","Published document","2025-03-05","https://esterotoday.com/community-meeting-feb-26th-presentation/","https://esterotoday.com/wp-content/uploads/2025/03/Community-Meeting-Feb-26th-presentation.pdf","","","Community Meeting Feb 26th presentation Community Meeting Feb 26th presentation"
"document","doc-40962","GECR2025Qtr1","Published document","2025-02-21","https://esterotoday.com/gecr2025qtr1/","https://esterotoday.com/wp-content/uploads/2025/02/GECR2025Qtr1.pdf","","","GECR2025Qtr1 GECR2025Qtr1"
"document","doc-40939","Engage Estero Annual Report 2024","Published document","2025-02-20","https://esterotoday.com/engage-estero-annual-report-2024/","https://esterotoday.com/wp-content/uploads/2025/02/Engage-Estero-Annual-Report-2024.pdf","","","Engage Estero Annual Report 2024 Engage Estero Annual Report 2024"
"document","doc-40859","EE 2024 list of accomplsihmentsJGrev 2","Published document","2025-02-14","https://esterotoday.com/ee-2024-list-of-accomplsihmentsjgrev-2/","https://esterotoday.com/wp-content/uploads/2025/02/EE-2024-list-of-accomplsihmentsJGrev-2.pdf","","","EE 2024 list of accomplsihmentsJGrev 2 EE 2024 list of accomplsihmentsJGrev 2"
"document","doc-40749","Southwest Florida 2024 Year in ReviewZKJGrev","Published document","2025-01-30","https://esterotoday.com/southwest-florida-2024-year-in-reviewzkjgrev/","https://esterotoday.com/wp-content/uploads/2025/01/Southwest-Florida-2024-Year-in-ReviewZKJGrev.pdf","","","Southwest Florida 2024 Year in ReviewZKJGrev Southwest Florida 2024 Year in ReviewZKJGrev"
"document","doc-40654","25-Year Celebration Final 1.11.25","Published document","2025-01-17","https://esterotoday.com/25-year-celebration-final-1-11-25/","https://esterotoday.com/wp-content/uploads/2025/01/25-Year-Celebration-Final-1.11.25.pdf","","","25-Year Celebration Final 1.11.25 25-Year Celebration Final 1.11.25"
"document","doc-40638","Village Hub Master Plan","Published document","2025-01-15","https://esterotoday.com/village-hub-master-plan/","https://esterotoday.com/wp-content/uploads/2025/01/Village-Hub-Master-Plan.pdf","","","Village Hub Master Plan Village Hub Master Plan"
"document","doc-40317","Breaking Par FLYER 2025 FINAL","Published document","2024-12-04","https://esterotoday.com/breaking-par-flyer-2025-final/","https://esterotoday.com/wp-content/uploads/2024/12/Breaking-Par-FLYER-2025-FINAL.pdf","","","Breaking Par FLYER 2025 FINAL Breaking Par FLYER 2025 FINAL"
"document","doc-39922","Engage Estero Community Meeting Oct 24th 2024 final","Published document","2024-10-25","https://esterotoday.com/engage-estero-community-meeting-oct-24th-2024-final/","https://esterotoday.com/wp-content/uploads/2024/10/Engage-Estero-Community-Meeting-Oct-24th-2024-final.pdf","","","Engage Estero Community Meeting Oct 24th 2024 final Engage Estero Community Meeting Oct 24th 2024 final"
"document","doc-39547","GECRqtr3-2024","Published document","2024-09-04","https://esterotoday.com/gecrqtr3-2024/","https://esterotoday.com/wp-content/uploads/2024/09/GECRqtr3-2024.pdf","","","GECRqtr3-2024 GECRqtr3-2024"
"document","doc-39487","Summary Corkscrew Road – US41 to the Collier County Line – update 5JGrev","Published document","2024-08-21","https://esterotoday.com/summary-corkscrew-road-us41-to-the-collier-county-line-update-5jgrev/","https://esterotoday.com/wp-content/uploads/2024/08/Summary-Corkscrew-Road-US41-to-the-Collier-County-Line-update-5JGrev.pdf","","","Summary Corkscrew Road – US41 to the Collier County Line – update 5JGrev Summary Corkscrew Road - US41 to the Collier County Line - update 5JGrev"
"document","doc-38544","RTCHW Trifold 2026 Petition Gatherer’s Guide","Published document","2024-05-10","https://esterotoday.com/rtchw-trifold-2026-petition-gatherers-guide/","https://esterotoday.com/wp-content/uploads/2024/05/RTCHW-Trifold-2026-Petition-Gatherers-Guide.pdf","","","RTCHW Trifold 2026 Petition Gatherer’s Guide RTCHW Trifold 2026 Petition Gatherer's Guide"
"document","doc-38345","GECRqtr2-2024","Published document","2024-05-03","https://esterotoday.com/gecrqtr2-2024/","https://esterotoday.com/wp-content/uploads/2024/04/GECRqtr2-2024.pdf","","","GECRqtr2-2024 GECRqtr2-2024"
"document","doc-37762","GECRqtr1-2024","Published document","2024-02-28","https://esterotoday.com/gecrqtr1-2024/","https://esterotoday.com/wp-content/uploads/2024/02/GECRqtr1-2024.pdf","","","GECRqtr1-2024 GECRqtr1-2024"
"document","doc-37376","Engage-Estero-Annual-Report-2023","Published document","2024-02-12","https://esterotoday.com/engage-estero-annual-report-2023/","https://esterotoday.com/wp-content/uploads/2024/02/Engage-Estero-Annual-Report-2023.pdf","","","Engage-Estero-Annual-Report-2023 Engage-Estero-Annual-Report-2023"
"document","doc-34265","2023 QTR 4 GECR","Published document","2023-11-15","https://esterotoday.com/2023-qtr-4-gecr/","https://esterotoday.com/wp-content/uploads/2023/11/2023-QTR-4-GECR.pdf","","","2023 QTR 4 GECR 2023 QTR 4 GECR"
"document","doc-33985","Impact of Urbanization Program","Published document","2023-10-24","https://esterotoday.com/impact-of-urbanization-program/","https://esterotoday.com/wp-content/uploads/2023/10/Impact-of-Urbanization-Program.pdf","","","Impact of Urbanization Program Impact of Urbanization Program"
"document","doc-33397","Engage Estero’s Sept 21st Meeting Presentation","Published document","2023-09-22","https://esterotoday.com/engage-esteros-sept-21st-meeting-presentation/","https://esterotoday.com/wp-content/uploads/2023/09/Engage-Esteros-Sept-21st-Meeting-Presentation.pdf","","","Engage Estero’s Sept 21st Meeting Presentation Engage Estero’s Sept 21st Meeting Presentation"
"document","doc-33062","GECRqtr3-2023","Published document","2023-09-01","https://esterotoday.com/gecrqtr3-2023/","https://esterotoday.com/wp-content/uploads/2023/09/GECRqtr3-2023.pdf","","","GECRqtr3-2023 GECRqtr3-2023"
"document","doc-32707","Healthy Life Center Aug 2023","Published document","2023-07-25","https://esterotoday.com/healthy-life-center-aug-2023/","https://esterotoday.com/wp-content/uploads/2023/07/Healthy-Life-Center-Aug-2023.pdf","","","Healthy Life Center Aug 2023 Healthy Life Center Aug 2023"
"document","doc-32616","CFCW Flyer","Published document","2023-07-20","https://esterotoday.com/cfcw-flyer/","https://esterotoday.com/wp-content/uploads/2023/07/CFCW-Flyer.pdf","","","CFCW Flyer CFCW Flyer"
"document","doc-32456","Gateway version","Published document","2023-06-15","https://esterotoday.com/gateway-version/","https://esterotoday.com/wp-content/uploads/2023/06/Gateway-version.pdf","","","Gateway version Gateway version"
"document","doc-32454","Neighborhood","Published document","2023-06-15","https://esterotoday.com/neighborhood/","https://esterotoday.com/wp-content/uploads/2023/06/Neighborhood.pdf","","","Neighborhood Neighborhood"
"document","doc-32364","May 2023 Financial Report for Web site","Published document","2023-06-08","https://esterotoday.com/may-2023-financial-report-for-web-site/","https://esterotoday.com/wp-content/uploads/2023/06/May-2023-Financial-Report-for-Web-site.pdf","","","May 2023 Financial Report for Web site May 2023 Financial Report for Web site"
"document","doc-32184","Healthy Life Center June 2023","Published document","2023-05-22","https://esterotoday.com/healthy-life-center-june-2023/","https://esterotoday.com/wp-content/uploads/2023/05/Healthy-Life-Center-June-2023.pdf","","","Healthy Life Center June 2023 Healthy Life Center June 2023"
"document","doc-32147","April 2023 Financial Report for Web Site","Published document","2023-05-09","https://esterotoday.com/april-2023-financial-report-for-web-site/","https://esterotoday.com/wp-content/uploads/2023/05/April-2023-Financial-Report-for-Web-Site.pdf","","","April 2023 Financial Report for Web Site April 2023 Financial Report for Web Site"
"document","doc-32146","GECRqtr2-2023","Published document","2023-05-09","https://esterotoday.com/gecrqtr2-2023/","https://esterotoday.com/wp-content/uploads/2023/05/GECRqtr2-2023.pdf","","","GECRqtr2-2023 GECRqtr2-2023"
"document","doc-32093","Engage Estero 1 4 2023 Engage Estero Certificate","Published document","2023-04-28","https://esterotoday.com/engage-estero-1-4-2023-engage-estero-certificate/","https://esterotoday.com/wp-content/uploads/2023/04/Engage-Estero-1-4-2023-Engage-Estero-Certificate.pdf","","","Engage Estero 1 4 2023 Engage Estero Certificate Engage Estero 1 4 2023 Engage Estero Certificate"
"document","doc-31995","What is Engage Estero Brochure 2023","Published document","2023-04-13","https://esterotoday.com/what-is-engage-estero-brochure-2023/","https://esterotoday.com/wp-content/uploads/2023/04/What-is-Engage-Estero-Brochure-2023.pdf","","","What is Engage Estero Brochure 2023 What is Engage Estero Brochure 2023"
"document","doc-31990","PresentationApril2023","Published document","2023-04-12","https://esterotoday.com/presentationapril2023/","https://esterotoday.com/wp-content/uploads/2023/04/PresentationApril2023.pdf","","","PresentationApril2023 PresentationApril2023"
"document","doc-31969","March 2023 Website Financial Report","Published document","2023-04-10","https://esterotoday.com/march-2023-website-financial-report/","https://esterotoday.com/wp-content/uploads/2023/04/March-2023-Website-Financial-Report.pdf","","","March 2023 Website Financial Report March 2023 Website Financial Report"
"document","doc-31885","2023.03.31 Village of Estero – Public Notice of Public Information","Published document","2023-04-03","https://esterotoday.com/2023-03-31-village-of-estero-public-notice-of-public-information/","https://esterotoday.com/wp-content/uploads/2023/04/2023.03.31-Village-of-Estero-Public-Notice-of-Public-Information.pdf","","","2023.03.31 Village of Estero – Public Notice of Public Information 2023.03.31 Village of Estero - Public Notice of Public Information"
"document","doc-31763","FinancialsFeb2023","Published document","2023-03-23","https://esterotoday.com/financialsfeb2023/","https://esterotoday.com/wp-content/uploads/2023/03/FinancialsFeb2023.pdf","","","FinancialsFeb2023 FinancialsFeb2023"
"document","doc-31638","EE_Logo_VERTICAL_TAG_CMYK","Published document","2023-03-14","https://esterotoday.com/ee_logo_vertical_tag_cmyk/","https://esterotoday.com/wp-content/uploads/2023/03/EE_Logo_VERTICAL_TAG_CMYK.pdf","","","EE_Logo_VERTICAL_TAG_CMYK EE_Logo_VERTICAL_TAG_CMYK"
"document","doc-31635","AgendaApril2023","Published document","2023-03-14","https://esterotoday.com/agendaapril2023/","https://esterotoday.com/wp-content/uploads/2023/03/AgendaApril2023.pdf","","","AgendaApril2023 AgendaApril2023"
"document","doc-31578","GECRqtr1-2023","Published document","2023-03-10","https://esterotoday.com/gecrqtr1-2023/","https://esterotoday.com/wp-content/uploads/2023/03/GECRqtr1-2023.pdf","","","GECRqtr1-2023 GECRqtr1-2023"
"document","doc-31383","Repositioning the ECCL 2.13.23","Published document","2023-02-22","https://esterotoday.com/repositioning-the-eccl-2-13-23/","https://esterotoday.com/wp-content/uploads/2023/02/Repositioning-the-ECCL-2.13.23.pdf","","","Repositioning the ECCL 2.13.23 Repositioning the ECCL 2.13.23"
"document","doc-31225","Jan 2023 financials","Published document","2023-02-17","https://esterotoday.com/jan-2023-financials/","https://esterotoday.com/wp-content/uploads/2023/02/Jan-2023-financials.pdf","","","Jan 2023 financials Jan 2023 financials"
"document","doc-31192","Breaking Par Flyer and Registration","Published document","2023-02-16","https://esterotoday.com/event/11th-annual-breaking-par-golf-tournament/breaking-par-flyer-and-registration/","https://esterotoday.com/wp-content/uploads/2023/02/Breaking-Par-Flyer-and-Registration.pdf","","","Breaking Par Flyer and Registration Breaking Par Flyer and Registration"
"document","doc-30943","Annual Report 2022 ECCL","Published document","2023-01-23","https://esterotoday.com/annual-report-2022-eccl/","https://esterotoday.com/wp-content/uploads/2023/01/Annual-Report-2022-ECCL-.pdf","","","Annual Report 2022 ECCL Annual Report 2022 ECCL"
"document","doc-30942","Estero Health Fair 2023","Published document","2023-01-20","https://esterotoday.com/estero-health-fair-2023/","https://esterotoday.com/wp-content/uploads/2023/01/Estero-Health-Fair-2023.pdf","","","Estero Health Fair 2023 Estero Health Fair 2023"
"document","doc-30939","Annual Report 2022 ECCL JGil","Published document","2023-01-20","https://esterotoday.com/annual-report-2022-eccl-jgil/","https://esterotoday.com/wp-content/uploads/2023/01/Annual-Report-2022-ECCL-JGil.pdf","","","Annual Report 2022 ECCL JGil Annual Report 2022 ECCL JGil"
"document","doc-30884","Dec2022Financials","Published document","2023-01-16","https://esterotoday.com/dec2022financials/","https://esterotoday.com/wp-content/uploads/2023/01/Dec2022Financials.pdf","","","Dec2022Financials Dec2022Financials"
"document","doc-30509","GECRqtr4-2022","Published document","2022-12-06","https://esterotoday.com/gecrqtr4-2022/","https://esterotoday.com/wp-content/uploads/2022/12/GECRqtr4-2022.pdf","","","GECRqtr4-2022 GECRqtr4-2022"
"document","doc-30507","Sept2022ECCLFinancials","Published document","2022-12-06","https://esterotoday.com/sept2022ecclfinancials/","https://esterotoday.com/wp-content/uploads/2022/12/Sept2022ECCLFinancials.pdf","","","Sept2022ECCLFinancials Sept2022ECCLFinancials"
"document","doc-30505","Nov2022ECCLFinancials","Published document","2022-12-06","https://esterotoday.com/nov2022ecclfinancials/","https://esterotoday.com/wp-content/uploads/2022/12/Nov2022ECCLFinancials.pdf","","","Nov2022ECCLFinancials Nov2022ECCLFinancials"
"document","doc-30471","ECCLAgendaDec2022","Published document","2022-11-30","https://esterotoday.com/ecclagendadec2022/","https://esterotoday.com/wp-content/uploads/2022/11/ECCLAgendaDec2022.pdf","","","ECCLAgendaDec2022 ECCLAgendaDec2022"
"document","doc-30246","Repositioning the ECCL","Published document","2022-11-17","https://esterotoday.com/repositioning-the-eccl/","https://esterotoday.com/wp-content/uploads/2022/11/Repositioning-the-ECCL-.pdf","","","Repositioning the ECCL Repositioning the ECCL"
"document","doc-30243","ECCL November 2022 Survey Presentation","Published document","2022-11-17","https://esterotoday.com/eccl-november-2022-survey-presentation/","https://esterotoday.com/wp-content/uploads/2022/11/ECCL-November-2022-Survey-Presentation.pdf","","","ECCL November 2022 Survey Presentation ECCL November 2022 Survey Presentation"
"document","doc-30231","FinancialsOct2022","Published document","2022-11-16","https://esterotoday.com/financialsoct2022/","https://esterotoday.com/wp-content/uploads/2022/11/FinancialsOct2022.pdf","","","FinancialsOct2022 FinancialsOct2022"
"document","doc-30211","lue sponsors","Published document","2022-11-14","https://esterotoday.com/lue-sponsors/","https://esterotoday.com/wp-content/uploads/2022/11/lue-sponsors.pdf","","","lue sponsors lue sponsors"
"document","doc-30132","AgendaNov2022ECCL","Published document","2022-11-09","https://esterotoday.com/agendanov2022eccl/","https://esterotoday.com/wp-content/uploads/2022/11/AgendaNov2022ECCL.pdf","","","AgendaNov2022ECCL AgendaNov2022ECCL"
"document","doc-30071","FL League of Cities Trail article, March-April 2019","Published document","2022-10-31","https://esterotoday.com/fl-league-of-cities-trail-article-march-april-2019/","https://esterotoday.com/wp-content/uploads/2022/10/FL-League-of-Cities-Trail-article-March-April-2019.pdf","","","FL League of Cities Trail article, March-April 2019 FL League of Cities Trail article, March-April 2019"
"document","doc-29988","Statement of Financial Position 9 2022","Published document","2022-10-04","https://esterotoday.com/statement-of-financial-position-9-2022/","https://esterotoday.com/wp-content/uploads/2022/10/Statement-of-Financial-Position-9-2022.pdf","","","Statement of Financial Position 9 2022 Statement of Financial Position 9 2022"
"document","doc-29987","Statement of Financial Activities 9 2022","Published document","2022-10-04","https://esterotoday.com/statement-of-financial-activities-9-2022/","https://esterotoday.com/wp-content/uploads/2022/10/Statement-of-Financial-Activities-9-2022.pdf","","","Statement of Financial Activities 9 2022 Statement of Financial Activities 9 2022"
"document","doc-29913","HLC October 2022","Published document","2022-09-26","https://esterotoday.com/hlc-october-2022/","https://esterotoday.com/wp-content/uploads/2022/09/HLC-October-2022.pdf","","","HLC October 2022 HLC October 2022"
"document","doc-29886","GECRqtr3-2022","Published document","2022-09-16","https://esterotoday.com/gecrqtr3-2022/","https://esterotoday.com/wp-content/uploads/2022/09/GECRqtr3-2022.pdf","","","GECRqtr3-2022 GECRqtr3-2022"
"document","doc-29864","Aug2022financials","Published document","2022-09-13","https://esterotoday.com/aug2022financials/","https://esterotoday.com/wp-content/uploads/2022/09/Aug2022financials.pdf","","","Aug2022financials Aug2022financials"
"document","doc-29664","2022 Blue Mass wRSVP","Published document","2022-08-30","https://esterotoday.com/event/knights-of-columbus/2022-blue-mass-wrsvp/","https://esterotoday.com/wp-content/uploads/2022/08/2022-Blue-Mass-wRSVP.pdf","","","2022 Blue Mass wRSVP 2022 Blue Mass wRSVP"
"document","doc-29516","Fall Prevention Awareness Flyer","Published document","2022-08-22","https://esterotoday.com/fall-prevention-awareness-flyer/","https://esterotoday.com/wp-content/uploads/2022/08/Fall-Prevention-Awareness-Flyer.pdf","","","Fall Prevention Awareness Flyer Fall Prevention Awareness Flyer"
"document","doc-29515","HLC September 2022","Published document","2022-08-22","https://esterotoday.com/hlc-september-2022/","https://esterotoday.com/wp-content/uploads/2022/08/HLC-September-2022.pdf","","","HLC September 2022 HLC September 2022"
"document","doc-29401","June 2022 financials","Published document","2022-08-08","https://esterotoday.com/june-2022-financials/","https://esterotoday.com/wp-content/uploads/2022/08/June-2022-financials.pdf","","","June 2022 financials June 2022 financials"
"document","doc-29400","July 2022 Financials","Published document","2022-08-08","https://esterotoday.com/july-2022-financials/","https://esterotoday.com/wp-content/uploads/2022/08/July-2022-Financials.pdf","","","July 2022 Financials July 2022 Financials"
"document","doc-29180","Healthy Life Center Virtual Class Calendar August 2022","Published document","2022-07-25","https://esterotoday.com/healthy-life-center-virtual-class-calendar-august-2022/","https://esterotoday.com/wp-content/uploads/2022/07/Healthy-Life-Center-Virtual-Class-Calendar-August-2022.pdf","","","Healthy Life Center Virtual Class Calendar August 2022 Healthy Life Center Virtual Class Calendar August 2022"
"document","doc-28942","HLC July 2022","Published document","2022-06-23","https://esterotoday.com/hlc-july-2022/","https://esterotoday.com/wp-content/uploads/2022/06/HLC-July-2022.pdf","","","HLC July 2022 HLC July 2022"
"document","doc-28860","DispatchHealth Update 6.10.22","Published document","2022-06-13","https://esterotoday.com/dispatchhealth-update-6-10-22/","https://esterotoday.com/wp-content/uploads/2022/06/DispatchHealth-Update-6.10.22.pdf","","","DispatchHealth Update 6.10.22 DispatchHealth Update 6.10.22"
"document","doc-28852","Lee MPO Rail Trail Public Workshop Presentation.06.02.2022","Published document","2022-06-10","https://esterotoday.com/lee-mpo-rail-trail-public-workshop-presentation-06-02-2022/","https://esterotoday.com/wp-content/uploads/2022/06/Lee-MPO-Rail-Trail-Public-Workshop-Presentation.06.02.2022.pdf","","","Lee MPO Rail Trail Public Workshop Presentation.06.02.2022 Lee MPO Rail Trail Public Workshop Presentation.06.02.2022"
"document","doc-28832","ECCLAgendaJune2022","Published document","2022-06-07","https://esterotoday.com/ecclagendajune2022/","https://esterotoday.com/wp-content/uploads/2022/06/ECCLAgendaJune2022.pdf","","","ECCLAgendaJune2022 ECCLAgendaJune2022"
"document","doc-28800","ECCLFinancialsMay2022","Published document","2022-06-07","https://esterotoday.com/ecclfinancialsmay2022/","https://esterotoday.com/wp-content/uploads/2022/06/ECCLFinancialsMay2022.pdf","","","ECCLFinancialsMay2022 ECCLFinancialsMay2022"
"document","doc-28697","2022DPposter11X17","Published document","2022-05-25","https://esterotoday.com/2022dpposter11x17/","https://esterotoday.com/wp-content/uploads/2022/05/2022DPposter11X17.pdf","","","2022DPposter11X17 2022DPposter11X17"
"document","doc-28696","HLC June 2022","Published document","2022-05-25","https://esterotoday.com/hlc-june-2022/","https://esterotoday.com/wp-content/uploads/2022/05/HLC-June-2022.pdf","","","HLC June 2022 HLC June 2022"
"document","doc-28651","Mary Gibbs Presentation ECCL May Meeting.pptx","Published document","2022-05-24","https://esterotoday.com/mary-gibbs-presentation-eccl-may-meeting-pptx/","https://esterotoday.com/wp-content/uploads/2022/05/Mary-Gibbs-Presentation-ECCL-May-Meeting.pptx.pdf","","","Mary Gibbs Presentation ECCL May Meeting.pptx Mary Gibbs Presentation ECCL May Meeting.pptx"
"document","doc-28646","Joe Ryan Lee Health May ECCL Meeting.pptx","Published document","2022-05-23","https://esterotoday.com/joe-ryan-lee-health-may-eccl-meeting-pptx/","https://esterotoday.com/wp-content/uploads/2022/05/Joe-Ryan-Lee-Health-May-ECCL-Meeting.pptx.pdf","","","Joe Ryan Lee Health May ECCL Meeting.pptx Joe Ryan Lee Health May ECCL Meeting.pptx"
"document","doc-28560","ECCLFinancialsApril2022","Published document","2022-05-09","https://esterotoday.com/ecclfinancialsapril2022/","https://esterotoday.com/wp-content/uploads/2022/05/ECCLFinancialsApril2022.pdf","","","ECCLFinancialsApril2022 ECCLFinancialsApril2022"
"document","doc-28550","ECCLAgendaMay2022","Published document","2022-05-06","https://esterotoday.com/ecclagendamay2022/","https://esterotoday.com/wp-content/uploads/2022/05/ECCLAgendaMay2022.pdf","","","ECCLAgendaMay2022 ECCLAgendaMay2022"
"document","doc-28480","WomensHealthWeekMay22","Published document","2022-04-25","https://esterotoday.com/womenshealthweekmay22/","https://esterotoday.com/wp-content/uploads/2022/04/WomensHealthWeekMay22.pdf","","","WomensHealthWeekMay22 WomensHealthWeekMay22"
